solvent,SMILES,Property_0,Value_0,Property_1,Value_1,Property_2,Value_2,Property_3,Value_3,Property_4,Value_4,Property_5,Value_5,Property_6,Value_6,Property_7,Value_7,Property_8,Value_8,Property_9,Value_9,Property_10,Value_10,Property_11,Value_11
alkane,CCCCC,ET30,-1.488929354262808,SB,-1.169983678797745,pi_star,-2.4648141522727727,N_mol_cm3,-0.22852169857575372,n,-1.2204647984570132,alpha,-0.5624739952482177,SdP,-1.5203850162022057,SA,-0.5896346870860926,fn,-1.0364770577161218,SP,-1.5202740448060963,beta,-1.5067917246095073,delta,-1.2889764417782683
ketone,CC(=O)C(C)(C)C,pi_star,,SB,,ET30,-0.3800525424329142,alpha,,delta,,fn,-0.47803427205334875,SP,,n,-0.6049919983926457,N_mol_cm3,-0.3802397542697602,SA,,beta,,SdP,
amine,C(CN)N,SA,,ET30,0.03577626200329595,SdP,,fn,0.380963068949205,SB,,SP,,delta,,pi_star,-0.427052452015615,alpha,-0.2605264960784931,beta,3.405166101055224,N_mol_cm3,1.0528807988398425,n,0.37490548592036527
carboxylic_acid,CC(C)CC(=O)O,fn,,beta,,N_mol_cm3,-0.15061242673288544,delta,,SB,-0.05231617336297573,SA,1.860378616474455,SP,-0.6240432524022164,alpha,,pi_star,,SdP,-0.6070413778852165,n,,ET30,
amide,CCN(CC)C=O,delta,,SB,0.6512757201185505,ET30,,SdP,1.2461623269579647,beta,1.2068073539045754,SA,-0.5896346870860926,SP,0.24890881812104196,n,,N_mol_cm3,-0.1731651106874001,pi_star,,fn,,alpha,-0.5624739952482177
nitrile,CC#N,delta,0.7185695500009396,SA,-0.3892618518506575,n,-1.4472179353228343,SP,-0.9150272759099696,ET30,0.5347708273267483,alpha,-0.12116611184631255,SdP,1.3492817699937538,pi_star,0.6103535044789383,beta,-0.13281750764035158,fn,-1.2460281223555374,N_mol_cm3,1.877078885177554,SB,-0.4529259117567636
amine,CCN(CC)CC,SP,-0.7404368618053176,n,-0.5402053878595541,ET30,-1.3364587926361975,SdP,-1.2021878776917707,SB,1.5635886537716301,N_mol_cm3,-0.5401587859472267,pi_star,-1.6497094721699097,delta,-1.144101988763274,beta,0.9320125105107439,alpha,-0.5624739952482177,SA,-0.5896346870860926,fn,-0.4202457052584582
monohydric_alcohol,CCCO,SdP,0.6834247949626586,SB,1.2168424096156627,fn,-0.6527501725967793,beta,1.584650263571093,SA,1.0816569159003775,n,-0.7993518299919208,SP,-0.7637155836859378,pi_star,-0.24180138835587317,delta,0.7599622508623665,N_mol_cm3,0.7104900515303954,alpha,1.3885713840023102,ET30,1.2416797948683058
aromatic,CC(C)(C)C1=CC=CC=C1,SP,0.3885811494047635,N_mol_cm3,-0.6898265976453685,ET30,,n,0.949886654401555,SA,-0.5896346870860926,alpha,,SB,-0.8400697765910962,delta,,fn,0.8678452461977443,pi_star,,beta,,SdP,-0.9841639124161023
monohydric_alcohol,CCCCCO,delta,0.34603524224809673,SA,0.8630683683708119,SdP,0.20907535699802862,beta,1.4472528418741775,ET30,1.0199044325023268,n,-0.3944355141600959,alpha,1.3885713840023102,N_mol_cm3,-0.1342104747659658,pi_star,-0.6864039411392531,SP,-0.4261741164169442,fn,-0.29035644998583043,SB,1.479426944025036
monohydric_alcohol,CC(C)CO,pi_star,-0.6864039411392531,SA,0.8266369437825509,alpha,1.2724377304754932,SP,-0.775354944626248,N_mol_cm3,0.19382856457242664,fn,-0.4853253529106478,beta,1.3785541310257194,delta,0.44951699440166415,SdP,0.4948635276972158,n,-0.6130903247092813,SB,1.3716999555493956,ET30,0.9505996317629585
halohydrocarbon,C(CCl)Cl,ET30,-0.06125045903182015,N_mol_cm3,0.5710734598115784,pi_star,0.8326547808706285,n,0.18864398063772933,SP,0.5515322025691053,SB,-0.9915608541349655,delta,-0.088588116796886,SA,-0.45301684488011407,SdP,0.6657471761565233,fn,0.22055929008862124,beta,-1.1632981703672185,alpha,-0.5624739952482177
carboxylic_acid,CCCCCC(=O)O,alpha,2.2711871508061208,SP,-0.29814114607353404,fn,-0.17558943649130568,SB,-0.39232948073921586,beta,0.038929269480792845,N_mol_cm3,-0.37613926627803046,ET30,1.8931449218183678,n,-0.2648622930939125,pi_star,-0.24180138835587317,SdP,-0.798548914951682,SA,1.5279418671065739,delta,0.801354951723794
monohydric_alcohol,C1=CC=C(C=C1)CCO,fn,1.3973937484630725,pi_star,1.0920062699942668,SB,0.3449270966409482,SP,1.459402355913294,SdP,0.8160069360086732,SA,1.1226422685621709,N_mol_cm3,-0.306430970418622,beta,0.5885189562684551,ET30,1.0753482730938213,n,1.5928937639424905,alpha,0.9240367698950418,delta,0.656480498708799
carboxylic_acid,CC(=O)O,SB,-0.10281319921093221,beta,0.038929269480792845,SP,-0.8451911102681088,alpha,2.0389198437524865,fn,-0.8733728785380194,delta,-0.3783370228268752,SA,2.5480217555778797,SdP,0.4712933692890354,ET30,1.3802893963470426,N_mol_cm3,1.5674920418019456,pi_star,0.20280116442750679,n,-1.0423016194910129
alkane,CCCCCCCCCCCC,SP,-0.4727315601781847,SdP,-1.5203850162022057,N_mol_cm3,-1.1162773487852786,SA,-0.5896346870860926,n,-0.18387902992754973,ET30,-1.475068394114934,SB,-1.126219589729516,alpha,-0.5624739952482177,delta,-0.9578348348868522,pi_star,-1.9831613867574445,beta,-1.5067917246095073,fn,-0.10429886810882318
other,C1CCS(=O)(=O)C1,SA,-0.3528304272623966,alpha,-0.5624739952482177,pi_star,1.4625083973137498,ET30,0.3129954649607694,SB,-0.18697490895752636,SdP,1.1194727255139953,delta,,beta,-0.1671668630645805,n,0.8203134333353715,N_mol_cm3,0.1405222206799379,SP,1.2382544980474015,fn,0.7592891534335117
carboxylic_acid,CCC(C)C(=O)O,fn,,N_mol_cm3,-0.13216023077010092,SA,1.4095397371947258,SB,-0.5741187737918589,alpha,,pi_star,,ET30,,delta,,SP,-0.4378134773572543,n,,SdP,-0.7514085981353212,beta,
monohydric_alcohol,CCCCCCCO,beta,,ET30,0.9367386716150846,N_mol_cm3,-0.570912445885201,SP,-0.20502625855105303,SdP,-0.05019638549195533,pi_star,,delta,,SA,0.7856515911207573,n,-0.15148572466100388,fn,-0.07594466477488174,alpha,,SB,1.6544833002979518
ether,CCCCCCOCCCCCC,delta,,fn,,SA,-0.5896346870860926,N_mol_cm3,-1.149081252719118,alpha,,SP,-0.49601028205880493,n,,pi_star,,SB,0.6647415936780056,beta,,SdP,-0.9075608975895163,ET30,
halohydrocarbon,C(Cl)(Cl)Cl,delta,-0.3783370228268752,beta,-1.1632981703672185,n,0.17244732800445461,SP,0.6912045338528268,fn,0.20651720843752583,ET30,-0.36619158228504034,N_mol_cm3,0.5239178479066843,SA,-0.3756000676300596,SdP,0.28862464162563745,pi_star,-0.019500111964183393,alpha,-0.0979393811409491,SB,-1.1767166155774724
aromatic,CCC1=CC=CC=C1,pi_star,,SP,0.5631715635094154,SB,-0.9511632334566004,alpha,,n,0.9984766123013755,SdP,-0.8221190733598623,N_mol_cm3,-0.33923487435246136,delta,-0.5646041767032963,fn,0.9083512509605179,ET30,,beta,,SA,-0.5896346870860926
monohydric_alcohol,C1CCCC(CC1)O,SdP,0.08827829515610446,delta,,N_mol_cm3,-0.29412950644343205,beta,,SP,0.5398928416287951,ET30,,SA,0.2437341503703761,pi_star,,SB,1.651116831908088,n,,alpha,,fn,
alkane,CCCCCCCCCCCC,N_mol_cm3,-1.1162773487852786,fn,-0.10429886810882318,pi_star,-1.9831613867574445,SP,-0.4727315601781847,ET30,-1.475068394114934,SdP,-1.5203850162022057,SB,-1.126219589729516,SA,-0.5896346870860926,delta,-0.9578348348868522,beta,-1.5067917246095073,n,-0.18387902992754973,alpha,-0.5624739952482177
ketone,CCCCC(=O)C,ET30,-0.22758198080630362,alpha,-0.5160205338374909,SA,,n,-0.5240087352262793,SdP,,pi_star,0.23985137715945515,fn,-0.40566354354385936,SP,,beta,0.14197733575347943,SB,,delta,,N_mol_cm3,-0.3597373143111108
misc_N_compound,C1=CC=NC=C1,SP,1.377926829331123,alpha,-0.5624739952482177,pi_star,1.0549560572623182,SB,0.5401822632530462,fn,1.1098011146473796,n,1.2414264018004675,ET30,-0.17213814021480914,SdP,0.7217263023759517,delta,0.18046443880238947,N_mol_cm3,0.5218676039108194,beta,0.6915670225411418,SA,-0.43935506065951624
alkane,CCCCCCCCCC,SB,-1.1935489575267912,SP,-0.6356826133425265,pi_star,-2.0572618122213413,N_mol_cm3,-0.9666095370871371,n,-0.3620422088935501,SA,-0.5896346870860926,alpha,-0.5624739952482177,SdP,-1.5203850162022057,ET30,-1.488929354262808,beta,-1.5067917246095073,fn,-0.2617322066201369,delta,-1.0199238861789928
other,C1CCS(=O)(=O)C1,SA,-0.3528304272623966,pi_star,1.4625083973137498,N_mol_cm3,0.1405222206799379,ET30,0.3129954649607694,SB,-0.18697490895752636,beta,-0.1671668630645805,fn,0.7592891534335117,delta,,SP,1.2382544980474015,SdP,1.1194727255139953,n,0.8203134333353715,alpha,-0.5624739952482177
ester,CCOC(=O)CCl,SP,,delta,,SB,,SA,,n,-0.20007568256082084,alpha,-0.5624739952482177,pi_star,0.42510244081919657,ET30,-0.3246087018414197,SdP,,fn,-0.1186109897916707,N_mol_cm3,-0.09525583884453181,beta,-0.3045642847614962
ketone,CCCC(=O)C,SdP,0.7865442379984477,SP,-0.4028953945363252,N_mol_cm3,-0.09115535085280171,alpha,-0.4463403417214005,SB,0.3920576540990409,ET30,-0.08897237932756691,beta,0.21067604660193728,delta,-0.5025151254111557,n,-0.7021719141922833,pi_star,0.23985137715945515,fn,-0.5652572023091876,SA,-0.5440954063507665
monohydric_alcohol,C(C(F)(F)F)(C(F)(F)F)O,beta,-1.5067917246095073,SB,-1.368605313799707,SA,4.014386595255381,alpha,3.989965223003014,n,-2.5647869670186676,pi_star,0.23985137715945515,fn,-2.306745367076704,SP,-2.614373973195247,delta,-0.29555162110402083,SdP,2.7634912744845757,ET30,2.8218292517259043,N_mol_cm3,-0.07065291089415231
amine,CN1CCN(CC1)C,delta,,ET30,,fn,,n,,SA,-0.5896346870860926,alpha,,SP,0.07431840401639003,N_mol_cm3,-0.4930031740423327,SdP,-0.8987220881864486,beta,,pi_star,,SB,1.3851658291088507
ether,COC1=CC=CC=C1,beta,-0.4076123510341828,ET30,-0.6434107852425138,pi_star,0.5362530790150416,SA,-0.2071047289093528,fn,1.1897329640459187,N_mol_cm3,-0.1424114507494256,delta,-0.10928446722759977,n,1.338606317600105,alpha,-0.5624739952482177,SP,1.1218608886443002,SdP,0.0794394857530368,SB,-0.4091618226885347
polyhydric_alcohol,C[C@@H](CO)O,SdP,1.0959025671058151,ET30,1.7129524398960105,n,-0.01543384254151203,delta,,beta,,SP,0.08595776495670017,fn,0.04314298922767203,SA,1.5734811478418997,alpha,,pi_star,,N_mol_cm3,0.7842988353815336,SB,0.5974122258807303
aromatic,C1=CC=CC=C1,SA,-0.5896346870860926,n,1.0956565281010096,pi_star,0.017550100767764972,SB,-0.9982937909146931,SP,0.807598143255928,alpha,-0.5624739952482177,ET30,-1.0315176693829773,fn,0.9893632604860654,beta,-1.1632981703672185,delta,-0.39903337325758825,N_mol_cm3,0.2922402763739447,SdP,-0.7248921699261183
halohydrocarbon,C(CCl)Cl,pi_star,0.8326547808706285,N_mol_cm3,0.5710734598115784,fn,0.22055929008862124,SB,-0.9915608541349655,n,0.18864398063772933,SdP,0.6657471761565233,SP,0.5515322025691053,delta,-0.088588116796886,beta,-1.1632981703672185,SA,-0.45301684488011407,alpha,-0.5624739952482177,ET30,-0.06125045903182015
ester,CCOC(=O)OCC,N_mol_cm3,-0.33513438636073123,beta,-0.13281750764035158,ET30,-0.6988546258340083,delta,,pi_star,-0.5011528774795115,SA,,alpha,-0.5624739952482177,SB,,fn,-0.6527501725967793,n,-0.7993518299919208,SP,,SdP,
monohydric_alcohol,CC(C)CO,beta,1.3785541310257194,SP,-0.775354944626248,ET30,0.9505996317629585,alpha,1.2724377304754932,fn,-0.4853253529106478,SB,1.3716999555493956,pi_star,-0.6864039411392531,n,-0.6130903247092813,N_mol_cm3,0.19382856457242664,delta,0.44951699440166415,SdP,0.4948635276972158,SA,0.8266369437825509
misc_N_compound,CN(C)C(=O)N(C)C,SdP,1.0664398690955896,fn,0.28077821716927837,SB,0.6849404040171881,n,0.25828958696080234,SA,-0.5896346870860926,alpha,-0.5624739952482177,pi_star,0.9067552063345249,SP,0.6330077291512762,delta,-0.3783370228268752,ET30,-0.11669429962331464,beta,1.2411567093288043,N_mol_cm3,-0.31053145841035174
monohydric_alcohol,CCCCCCCCCO,SdP,-0.2564352715635336,pi_star,,beta,,SA,0.6399258927677137,N_mol_cm3,-0.83949440934351,alpha,,SB,1.6342844899587692,fn,0.05178427024373156,delta,,n,-0.0057158509615457586,ET30,0.8397119505799685,SP,-0.07699328820764162
ester,CCOC(=O)C(Cl)(Cl)Cl,SA,,SB,,n,0.3182172017039127,N_mol_cm3,-0.5401587859472267,alpha,-0.5624739952482177,SdP,,SP,,delta,,fn,0.33235586323387595,ET30,-0.4216354228765348,pi_star,0.0916505262316617,beta,-0.6480578390037851
nitrile,CCCC#N,n,-0.815548482625192,SP,-0.4028953945363252,beta,-0.13281750764035158,ET30,0.10508106274266431,N_mol_cm3,0.3250441803077837,pi_star,0.46215265355114493,SdP,1.0251920918812738,SA,-0.5896346870860926,delta,-0.04719541593545917,alpha,-0.5624739952482177,fn,-0.6676023743431295,SB,-0.1230120095501148
alkane,CCCCCC,SB,-1.2272136414254289,beta,-1.5067917246095073,SdP,-1.5203850162022057,ET30,-1.488929354262808,delta,-1.2061910400554143,n,-0.9451217036913754,N_mol_cm3,-0.44789780613330377,SA,-0.5896346870860926,fn,-0.7847997481234208,pi_star,-2.31661330134498,SP,-1.2525687431789632,alpha,-0.5624739952482177
amine,C1COCCN1,n,0.33441385433718385,pi_star,-0.7234541538712015,SdP,,beta,0.897663155086515,SA,,alpha,0.11110119520732167,SP,,N_mol_cm3,0.33529540028710875,delta,,fn,0.3461279048532193,SB,,ET30,-0.10283333947544077
alkane,CCCCCCCCC,N_mol_cm3,-0.8681978252856193,n,-0.4592221246931876,SdP,-1.5203850162022057,SA,-0.5896346870860926,pi_star,,fn,-0.34787497674896883,beta,,alpha,,ET30,-1.488929354262808,SB,-1.2373130465950202,delta,-1.06131658704042,SP,-0.7404368618053176
aromatic,CCC1=CC=CC=C1,ET30,,delta,-0.5646041767032963,SdP,-0.8221190733598623,alpha,,SB,-0.9511632334566004,pi_star,,n,0.9984766123013755,N_mol_cm3,-0.33923487435246136,SA,-0.5896346870860926,beta,,fn,0.9083512509605179,SP,0.5631715635094154
ketone,CCCCC(=O)CCCC,beta,,SdP,,pi_star,,n,-0.2324689878273667,delta,,SA,,ET30,-0.5879669446510193,SB,,fn,-0.14723523315736423,alpha,,N_mol_cm3,-0.837444165347645,SP,
nitrile,CC#N,SP,-0.9150272759099696,pi_star,0.6103535044789383,SB,-0.4529259117567636,n,-1.4472179353228343,delta,0.7185695500009396,SA,-0.3892618518506575,alpha,-0.12116611184631255,ET30,0.5347708273267483,beta,-0.13281750764035158,N_mol_cm3,1.877078885177554,SdP,1.3492817699937538,fn,-1.2460281223555374
ketone,C1CCC(=O)C1,SB,,pi_star,0.6474037172108867,ET30,-0.3246087018414197,SA,,delta,,N_mol_cm3,0.2963407643656744,n,0.052592098518237484,SdP,,SP,,beta,0.27937475745039514,alpha,-0.5624739952482177,fn,0.10255179621307436
polyhydric_alcohol,C(CCO)CO,delta,,SP,0.45841731504662425,pi_star,,N_mol_cm3,0.3024914963532694,ET30,1.6297866790087683,SB,0.5974122258807303,beta,,SA,1.3412308160917366,alpha,,n,0.20484063327100047,SdP,1.0251920918812738,fn,0.23460137173971668
ester,CC1COC(=O)O1,n,-0.20007568256082084,SA,-0.1069183112916353,SP,0.2605481790613521,SB,-0.26777015031425655,SdP,1.2550011363610323,alpha,-0.5624739952482177,fn,-0.1186109897916707,pi_star,0.9067552063345249,ET30,0.5902146679182428,N_mol_cm3,0.4111544281341118,beta,-0.13281750764035158,delta,1.339460062922344
ketone,CC(C)C(=O)C(C)C,ET30,-0.4216354228765348,n,-0.5564020404928252,SA,,SP,,fn,-0.434557826941305,pi_star,,delta,,SdP,,beta,,SB,,alpha,,N_mol_cm3,-0.5647617138976062
polyhydric_alcohol,O,alpha,2.155053497279303,beta,0.1076279803292505,pi_star,1.8700607373651819,delta,5.623604602080036,N_mol_cm3,9.342017274121853,fn,-1.4118327018511578,SA,4.246636927005546,n,-1.6253811142888381,SB,-1.3315741615112056,SP,-0.49601028205880493,SdP,1.4170459754172726,ET30,2.960438853204641
monohydric_alcohol,CCCCCCO,pi_star,-0.6864039411392531,delta,0.2218571396638163,SB,1.5433898434324476,fn,-0.16127731480845817,alpha,1.2956644611808568,beta,1.3785541310257194,SdP,0.10595591396223975,ET30,0.9783215520587053,N_mol_cm3,-0.37203877828630033,SA,0.8448526560766814,SP,-0.29814114607353404,n,-0.2486656404606414
monohydric_alcohol,CCCCCCCCO,SB,1.691514452586453,beta,1.2755060647530332,SP,-0.12355073196888214,alpha,1.2259842690647664,SdP,-0.18277852653796986,n,-0.07050246149463746,N_mol_cm3,-0.7123792815998828,delta,0.035589985787394474,pi_star,-0.6864039411392531,ET30,0.8812948310235902,SA,0.7719898069001595,fn,-0.004924136424152827
amine,CCNCC,SP,,alpha,,beta,,delta,,ET30,-0.8790471077563666,N_mol_cm3,-0.027597786980988245,n,,pi_star,,SB,,SA,,SdP,,fn,
amine,CCNCC,SB,,fn,,SA,,SP,,delta,,N_mol_cm3,-0.027597786980988245,ET30,-0.8790471077563666,beta,,n,,pi_star,,SdP,,alpha,
amine,C1COCCN1,SB,,SA,,N_mol_cm3,0.33529540028710875,n,0.33441385433718385,beta,0.897663155086515,SP,,fn,0.3461279048532193,SdP,,alpha,0.11110119520732167,delta,,ET30,-0.10283333947544077,pi_star,-0.7234541538712015
halohydrocarbon,CCCCCl,SdP,0.03819170853872113,fn,-0.3913514218610126,SP,-0.3563379507750847,N_mol_cm3,-0.04810022693963766,alpha,-0.5624739952482177,pi_star,-0.7234541538712015,ET30,-0.6711327055382615,SB,-0.9511632334566004,delta,-0.7301749801490043,SA,-0.5896346870860926,n,-0.5078120825930081,beta,-1.5067917246095073
ester,CCOC=O,SdP,0.5626277331207341,ET30,-0.11669429962331464,SB,0.190069550707215,SA,-0.5896346870860926,fn,-1.021624855969771,beta,-0.27021492933726726,n,-1.204268145823742,pi_star,0.0916505262316617,alpha,-0.5624739952482177,N_mol_cm3,0.5280183358984144,delta,-0.33694432196544766,SP,-0.8801091930890391
monohydric_alcohol,CCCCCCCCCCCO,n,0.10766071747136291,SdP,-0.512760744252495,beta,,SA,0.5807248278117897,delta,,alpha,,ET30,0.8119900302842218,pi_star,,fn,0.15034888183314712,N_mol_cm3,-1.0301671009589508,SB,1.6443838951283605,SP,0.05103968213576978
ether,C1COCCO1,alpha,-0.5624739952482177,beta,-0.23586557391303836,SP,0.15579393059856092,N_mol_cm3,0.3783505242002728,fn,-0.10429886810882318,delta,-0.04719541593545917,SdP,-0.6011488382831714,pi_star,-0.13065075016002806,SA,-0.5896346870860926,ET30,-0.7958813468691244,SB,0.06551022028225587,n,-0.18387902992754973
other,C(=S)=S,delta,-0.06789176636617295,ET30,-1.2394320716010823,N_mol_cm3,1.37476910619064,SA,-0.5896346870860926,alpha,-0.5624739952482177,n,3.136434759893398,fn,2.604742730425479,pi_star,0.0916505262316617,SP,3.216945857900122,SdP,-1.5203850162022057,SB,-1.0656231587119684,beta,-1.2663462366399052
ester,COC(=O)C1=CC=CC=C1,SdP,0.4064754336665394,delta,,N_mol_cm3,-0.37613926627803046,fn,,ET30,,pi_star,,SA,-0.5896346870860926,beta,-0.20151621848880943,n,,SB,-0.1432108198892974,SP,1.1684183324055408,alpha,-0.5624739952482177
ester,CC(=O)OCC(COC(=O)C)OC(=O)C,SA,-0.48489434139484244,N_mol_cm3,-0.927654901165703,pi_star,,ET30,-0.185999100362683,SP,0.13251520871794067,SdP,0.5007560672992609,beta,,alpha,,delta,0.05628633621810825,SB,-0.0152850210744745,fn,0.010738185417453664,n,-0.05268614359803921
ester,COC=O,fn,-1.2460281223555374,beta,-0.23586557391303836,n,-1.4472179353228343,N_mol_cm3,1.2927593463560423,SP,,alpha,-0.5624739952482177,ET30,0.02191530185542208,SdP,,SB,,pi_star,0.12870073896361006,delta,,SA,
